央视[IPV4],#genre#
湖南卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8
东方卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/dfwsH265_4000.m3u8
四川卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/scwsH265_4000.m3u8
天津卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8
安徽卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8
山东卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8
广西卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/gxws_4000.m3u8
江苏卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8
江西卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8
河南卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/hnws35_4000.m3u8
浙江卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8
海南卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/hnws_4000.m3u8
湖北卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8
山西卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/sxws42_4000.m3u8
东南卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8
贵州卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
辽宁卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
黑龙江卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8
内蒙古卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/nmgws_4000.m3u8
陕西卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/sxws_4000.m3u8
甘肃卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/gsws_4000.m3u8
吉林卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8
云南卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/ynws_4000.m3u8
西藏卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8
兵团卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/btws_4000.m3u8
康巴卫视,http://58.215.231.58/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8

深圳卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/szwsH265_4000.m3u8
重庆卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8
广东卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8
北京卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/bjwsH265_4000.m3u8
湖南卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8
东方卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/dfwsH265_4000.m3u8
四川卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/scwsH265_4000.m3u8
天津卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8
安徽卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8
山东卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8
广西卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/gxws_4000.m3u8
江苏卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8
江西卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8
河南卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/hnws35_4000.m3u8
浙江卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8
海南卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/hnws_4000.m3u8
湖北卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8
山西卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/sxws42_4000.m3u8
东南卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8
贵州卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
辽宁卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
黑龙江卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8
内蒙古卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/nmgws_4000.m3u8
陕西卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/sxws_4000.m3u8
甘肃卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/gsws_4000.m3u8
吉林卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8
云南卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/ynws_4000.m3u8
西藏卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8
兵团卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/btws_4000.m3u8
康巴卫视,http://58.215.231.9/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8

安徽卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8
北京卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/bjwsH265_4000.m3u8
兵团卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/btws_4000.m3u8
重庆卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8
东方卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/dfwsH265_4000.m3u8
东南卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8
甘肃卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/gsws_4000.m3u8
广东卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8
广西卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/gxws_4000.m3u8
贵州卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
海南卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hnws_4000.m3u8
河南卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hnws35_4000.m3u8
湖北卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8
湖南卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8
吉林卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8
江苏卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8
江西卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/jxwsH265_4000.m3u8
康巴卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8
辽宁卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
山东卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8
山西卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/sxws42_4000.m3u8
陕西卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/sxws_4000.m3u8
深圳卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/szwsH265_4000.m3u8
四川卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/scwsH265_4000.m3u8
天津卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8
西藏卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8
云南卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/ynws_4000.m3u8
浙江卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8
黑龙江卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8
内蒙古卫视,http://58.215.231.60/live2.rxip.sc96655.com/live/nmgws_4000.m3u8

安徽卫视,http://103.116.245.163/sxg/sxg.php?id=/ahwsH265_4000.m3u8
北京卫视,http://103.116.245.163/sxg/sxg.php?id=/bjwsH265_4000.m3u8
重庆卫视,http://103.116.245.163/sxg/sxg.php?id=/cqwsH265_4000.m3u8
东方卫视,http://103.116.245.163/sxg/sxg.php?id=/dfwsH265_4000.m3u8
东南卫视,http://103.116.245.163/sxg/sxg.php?id=/dnwsfjwsH265_4000.m3u8
甘肃卫视,http://103.116.245.163/sxg/sxg.php?id=/gsws_4000.m3u8
广东卫视,http://103.116.245.163/sxg/sxg.php?id=/gdwsH265_4000.m3u8
广西卫视,http://103.116.245.163/sxg/sxg.php?id=/gxws_4000.m3u8
贵州卫视,http://103.116.245.163/sxg/sxg.php?id=/gzwsH265_4000.m3u8
海南卫视,http://103.116.245.163/sxg/sxg.php?id=/hnws_4000.m3u8
河南卫视,http://103.116.245.163/sxg/sxg.php?id=/hnws35_4000.m3u8
黑龙江卫视,http://103.116.245.163/sxg/sxg.php?id=/hljwsH265_4000.m3u8
湖北卫视,http://103.116.245.163/sxg/sxg.php?id=/hbwsH265_4000.m3u8
湖南卫视,http://103.116.245.163/sxg/sxg.php?id=/hnwsH265_4000.m3u8
吉林卫视,http://103.116.245.163/sxg/sxg.php?id=/jlwsH265_4000.m3u8
江苏卫视,http://103.116.245.163/sxg/sxg.php?id=/jswsH265_4000.m3u8
江西卫视,http://103.116.245.163/sxg/sxg.php?id=/jxwsH265_4000.m3u8
康巴卫视,http://103.116.245.163/sxg/sxg.php?id=/kbwsH264_2000.m3u8
辽宁卫视,http://103.116.245.163/sxg/sxg.php?id=/lnwsHDH264_4000.m3u8
内蒙古卫视,http://103.116.245.163/sxg/sxg.php?id=/nmgws_4000.m3u8
山东卫视,http://103.116.245.163/sxg/sxg.php?id=/sdwsH265_4000.m3u8
山西卫视,http://103.116.245.163/sxg/sxg.php?id=/sxws42_4000.m3u8
陕西卫视,http://103.116.245.163/sxg/sxg.php?id=/sxws_4000.m3u8
深圳卫视,http://103.116.245.163/sxg/sxg.php?id=/szwsH265_4000.m3u8
四川卫视,http://103.116.245.163/sxg/sxg.php?id=/scwsH265_4000.m3u8
天津卫视,http://103.116.245.163/sxg/sxg.php?id=/tjwsH265_4000.m3u8
西藏卫视,http://103.116.245.163/sxg/sxg.php?id=/xzwsH264_2000.m3u8
云南卫视,http://103.116.245.163/sxg/sxg.php?id=/ynws_4000.m3u8
浙江卫视,http://103.116.245.163/sxg/sxg.php?id=/zjwsH265_4000.m3u8

黑龙江卫视,http://58.248.112.203:8006/GD_CUCC/G_HEILONGJIANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKoGO4sBlEXR27vS0rpENy%2BC90wzLcBzAblH7tEMBexot
吉林卫视,http://58.248.112.203:8006/GD_CUCC/G_JILIN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKqq%2B26rAMzWWYsNVrLLNbHmaARITnQlrumEMUf7cXEvC
辽宁卫视,http://58.248.112.203:8006/GD_CUCC/G_LIAONING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkRqeVO49Tnq6K%2BWCd0TWOv%2FGe21maMcczv29zbhzU5i
陕西卫视,http://58.248.112.203:8006/GD_CUCC/G_SHANXI-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvTKKoI90D6zih8EBEVuISOoNd58%2BpeLvDCVqfR%2Bz2zC
北京卫视,http://58.248.112.203:8006/GD_CUCC/G_BEIJING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn6pFJlsKFX2elUkY7G9Wuaj1MVb5sXKFIg1u28lIJn0
天津卫视,http://58.248.112.203:8006/GD_CUCC/G_TIANJIN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKqessbbY33u5MnZnHCFZZTKedVHdYk5kh2CdQP7Xn4%2B6
河北卫视,http://58.248.112.203:8006/GD_CUCC/G_HEBEI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKhpKSI6s6OLBtormwyqxqXAWWbd7WiLqjR4vnvi9bRwf
河南卫视,http://58.248.112.203:8006/GD_CUCC/G_HENAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpdyyWmwPpo0%2BOlJpyKTryJEbtG%2Bests7yU1uk2fPQyg
山东卫视,http://58.248.112.203:8006/GD_CUCC/G_SHANDONG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKo%2BfIJoJ9xhIZtB7lTaNNRKhgu973cupNzXqrFaHpa4m
江苏卫视,http://58.248.112.203:8006/GD_CUCC/G_JIANGSU-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKu%2BuH8HDFS0PtokY11nWnf4qV6vyu%2BOKjQBSSKsQUVYE
东方卫视,http://58.248.112.203:8006/GD_CUCC/G_DONGFANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvFI8ayEeoekFD8P08%2F7EXHQHvoSr2x4xkdtxQfHt6cg
安徽卫视,http://58.248.112.203:8006/GD_CUCC/G_ANHUI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpi6kJCQCoMejZ%2FjmEq59ETBeFztV3v%2BtvhPvprhMbo3
湖北卫视,http://58.248.112.203:8006/GD_CUCC/G_HUBEI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKrg071ENwYSAZcO2GiGH9lI2lGOSb3j5CN1iPWx2HIq9
湖南卫视,http://58.248.112.203:8006/GD_CUCC/G_HUNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn6FShWeUnbW0LuGMY6sAL8C%2BfCULxR%2FAC5HDljJd9K3
浙江卫视,http://58.248.112.203:8006/GD_CUCC/G_ZHEJIANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtr3tmmw%2BL49D6e6Yw0TfYxu1Rs%2FVoWmP1ObIwtTG9QM
江西卫视,http://58.248.112.203:8006/GD_CUCC/G_JIANGXI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKiFtNLUdun4aiq6hb34UOKdnmvR2PbgsfQI1rMAHU0ky
东南卫视,http://58.248.112.203:8006/GD_CUCC/G_DONGNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKg3sVbVN1ZTQKUpnK8xcf7x%2FCQE0V52YypyihQhUfLY5
四川卫视,http://58.248.112.203:8006/GD_CUCC/G_SICHUAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKihysHnFVsdNiy%2FnVMuA%2F2uEYXiVeRF%2BucKv3Z40C7o4
重庆卫视,http://58.248.112.203:8006/GD_CUCC/G_CHONGQING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKi5XA1hsd3RREgysPiqqJeQsy8aM7T7T6yS2xeSLQCNX
贵州卫视,http://58.248.112.203:8006/GD_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKms5lc8HFQLTI9VPV%2F62TTvoUIVS7GXMM5XnqjLoqMGn
云南卫视,http://58.248.112.203:8006/GD_CUCC/G_YUNNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKsw5gpVWcejjhE1KHstDaBG5txDdXzjGOGT72Bx9wXfe
广东卫视,http://58.248.112.203:8006/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvgbSbSCTYnboG1IAsnN%2B8SqEfgQMFPe4ummH0FzRlHZ
深圳卫视,http://58.248.112.203:8006/GD_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtBPUZJQRNJB5bOiIhhUc3e2OqQ5ejG4cfAiuU8Ka%2FSr
广西卫视,http://58.248.112.203:8006/GD_CUCC/G_GUANGXI-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkIecLjXoLUiOhb4XqRrxOuvJ2bhovth1ZiNfRiDsRl0
海南卫视,http://58.248.112.203:8006/GD_CUCC/G_HAINAN-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKuHFzyLGvmSMltQzCpEgABbzTx6xqsUWMTeDo0%2FrycmR
三沙卫视,http://58.248.112.203:8006/GD_CUCC/G_SANSHA-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn28G%2BWQkLi7Q1Mh845gzlZpk5pTBlduEA6C0mU%2FOMOo

安徽卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=ahwsH265_4000
广东卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=gdwsH265_4000
广西卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=gxws_4000
贵州卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=gzwsH265_4000
黑龙江卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=hljwsH265_4000
湖南卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=hnwsH265_4000
吉林卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=jlwsH265_4000
四川卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=scwsH265_4000
浙江卫视,http://ccmjzhao.donvc.cn/sxg/sxgs.php?id=zjwsH265_4000

深圳卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/szwsH265_4000.m3u8
重庆卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/cqwsH265_4000.m3u8
广东卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gdwsH265_4000.m3u8
北京卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/bjwsH265_4000.m3u8
湖南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hnwsH265_4000.m3u8
东方卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dfwsH265_4000.m3u8
天津卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/tjwsH265_4000.m3u8
安徽卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ahwsH265_4000.m3u8
山东卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sdwsH265_4000.m3u8
广西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gxws_4000.m3u8
江苏卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jswsH265_4000.m3u8
河南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hnws35_4000.m3u8
浙江卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/zjwsH265_4000.m3u8
湖北卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hbwsH265_4000.m3u8
东南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/dnwsfjwsH265_4000.m3u8
贵州卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gzwsH265_4000.m3u8
辽宁卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
黑龙江卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/hljwsH265_4000.m3u8
内蒙古卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/nmgws_4000.m3u8
陕西卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/sxws_4000.m3u8
甘肃卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/gsws_4000.m3u8
吉林卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jlwsH265_4000.m3u8
云南卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/ynws_4000.m3u8
西藏卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/xzwsH264_2000.m3u8
康巴卫视,http://58.216.99.148:80/live2.rxip.sc96655.com/live/kbwsH264_2000.m3u8

东方卫视,http://27.40.16.70:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvFI8ayEeoekFD8P08%2F7EXHQHvoSr2x4xkdtxQfHt6cg&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715178761860&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e4014f3eb28dc&FvSeid=77fd5578ee342bde&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4254&Fsv_chan_hls_se_idx=49&Fsv_TBt=8467904&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_DONGFANG-CQ&Fsv_CMSID=GD_CUCC
黑龙江卫视,http://27.40.16.70:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKoGO4sBlEXR27vS0rpENy%2BC90wzLcBzAblH7tEMBexot&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715179089553&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e42a45c04fbd0&FvSeid=77fd5578ee3948ee&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4247&Fsv_chan_hls_se_idx=46&Fsv_TBt=8467816&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_HEILONGJIANG-CQ&Fsv_CMSID=GD_CUCC
吉林卫视,http://27.40.16.69:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKqq%2B26rAMzWWYsNVrLLNbHmaARITnQlrumEMUf7cXEvC&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715182300069&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e5bb964898020&FvSeid=77fd5578ee6b7111&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4240&Fsv_chan_hls_se_idx=43&Fsv_TBt=8467304&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_JILIN-CQ&Fsv_CMSID=GD_CUCC
延边卫视,http://58.248.112.230:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKsDHE1G9dncbxrpdCy9LpiOqFDsEdX4qrobuTeLEDWHs&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715183083445&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e61d8353d2539&FvSeid=77fd5578ee77b3ef&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=16969&Fsv_chan_hls_se_idx=10&Fsv_TBt=2284640&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_YANBIAN&Fsv_CMSID=GD_CUCC
